City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,lebu,-37.6167,-73.65,7.75,83,99,6.5,CL,2023-07-16 02:31:32
299,taroa,8.7058,171.2275,28.19,78,49,5.57,MH,2023-07-16 02:33:50
300,ko samui,9.5357,99.9357,29.95,70,75,3.09,TH,2023-07-16 02:29:10
301,sicuani,-14.2694,-71.2261,9.48,45,10,1.58,PE,2023-07-16 02:33:50
302,ulsteinvik,62.3432,5.8487,15.5,91,96,3.13,NO,2023-07-16 02:33:50
303,vinces,-1.55,-79.7333,25.31,84,84,1.73,EC,2023-07-16 02:33:51
304,muravlenko,63.7898,74.523,17.41,47,7,6.71,RU,2023-07-16 02:33:51
305,altamira,-3.2033,-52.2064,23.36,82,12,1.25,BR,2023-07-16 02:32:02
306,senanga,-16.1167,23.2667,8.88,67,0,2.28,ZM,2023-07-16 02:33:52
307,medina,24.4686,39.6142,36.24,9,20,1.54,SA,2023-07-16 02:33:52
308,veinticinco de mayo,-35.4323,-60.1727,3.32,77,0,0.89,AR,2023-07-16 02:33:52
309,port elizabeth,-33.918,25.5701,15.16,55,0,5.14,ZA,2023-07-16 02:31:23
310,brandfort,-28.7001,26.4597,-1.33,53,0,2.27,ZA,2023-07-16 02:33:53
311,cabedelo,-6.9811,-34.8339,25.37,83,0,5.16,BR,2023-07-16 02:33:54
312,brady,31.1352,-99.3351,35.25,26,0,3.09,US,2023-07-16 02:33:54
313,kittila,67.6647,24.8936,11.08,93,0,1.03,FI,2023-07-16 02:33:54
314,berber,18.0216,33.983,28.11,59,99,8.39,SD,2023-07-16 02:33:54
315,karratha,-20.7377,116.8463,22.5,32,1,8.37,AU,2023-07-16 02:33:55
316,zeytinburnu,40.9944,28.9042,24.73,78,0,5.66,TR,2023-07-16 02:33:55
317,chinsali,-10.5414,32.0816,10.68,85,3,3.51,ZM,2023-07-16 02:33:55
318,haiku-pauwela,20.9219,-156.3051,28.06,61,40,11.83,US,2023-07-16 02:33:56
319,minas de marcona,-15.2119,-75.1103,12.09,88,36,4.65,PE,2023-07-16 02:33:57
320,targuist,34.9377,-4.3186,21.33,51,89,0.69,MA,2023-07-16 02:33:57
321,punta del este,-34.9667,-54.95,11.04,83,40,5.81,UY,2023-07-16 02:33:57
322,colonia,50.9333,6.95,19.42,73,0,3.6,DE,2023-07-16 02:31:30
323,holualoa,19.6228,-155.9522,22.65,91,45,2.24,US,2023-07-16 02:33:59
324,priob'ye,62.5206,65.5964,19.64,53,0,2.88,RU,2023-07-16 02:33:59
325,pimentel,-6.8367,-79.9342,23.16,83,0,7.2,PE,2023-07-16 02:33:59
326,kimbe,-5.5502,150.1429,32.01,54,11,4.67,PG,2023-07-16 02:34:00
327,banda aceh,5.5577,95.3222,29.68,64,89,5.89,ID,2023-07-16 02:34:00
328,acarau,-2.8856,-40.12,25.69,84,7,6.42,BR,2023-07-16 02:34:00
329,selfoss,63.9331,-20.9971,8.36,79,100,4.67,IS,2023-07-16 02:34:00
330,leua,48.2156,18.6071,22.5,78,0,3.7,SK,2023-07-16 02:34:01
331,visnagar,23.7,72.55,28.49,72,91,4.3,IN,2023-07-16 02:34:01
332,st. john's,47.5649,-52.7093,18.66,90,20,2.57,CA,2023-07-16 02:34:02
333,aswan,24.0934,32.907,30.61,16,0,3.09,EG,2023-07-16 02:34:02
334,renukut,24.2,83.0333,26.21,80,100,1.18,IN,2023-07-16 02:34:02
335,isangel,-19.55,169.2667,22.6,75,51,9.52,VU,2023-07-16 02:34:03
336,sillamae,59.3997,27.7547,15.44,69,51,2.59,EE,2023-07-16 02:34:03
337,port saint john's,-31.6229,29.5448,17.37,53,9,2.73,ZA,2023-07-16 02:34:04
338,hailey,43.5196,-114.3153,31.05,23,0,4.63,US,2023-07-16 02:34:05
339,thurso,58.5927,-3.5259,11.14,97,83,3.16,GB,2023-07-16 02:34:05
340,ust'-kut,56.7938,105.7672,25.25,46,85,1.44,RU,2023-07-16 02:34:05
341,dakhla,23.6848,-15.958,20.01,90,0,10.6,EH,2023-07-16 02:34:06
342,kayenta,36.7278,-110.2546,27.77,10,0,2.78,US,2023-07-16 02:34:06
343,nishinoomote,30.7333,131.0,30.31,84,40,5.66,JP,2023-07-16 02:34:06
344,amga,60.8953,131.9608,20.35,36,65,1.63,RU,2023-07-16 02:34:07
345,kamina,-8.7386,24.9906,14.96,55,1,1.96,CD,2023-07-16 02:34:07
346,la ronge,55.1001,-105.2842,18.14,55,75,5.66,CA,2023-07-16 02:34:07
347,nikol'sk,53.7189,46.0712,14.23,87,95,3.77,RU,2023-07-16 02:33:16
348,motygino,58.1831,94.7592,17.33,93,100,4.03,RU,2023-07-16 02:34:08
349,gebeit,21.0667,36.3167,29.22,30,36,1.99,SD,2023-07-16 02:34:08
350,thinadhoo,0.5333,72.9333,27.94,73,8,0.26,MV,2023-07-16 02:34:08
351,eureka,40.8021,-124.1637,16.22,91,6,1.34,US,2023-07-16 02:34:08
352,puerto ayacucho,5.6639,-67.6236,24.2,93,49,1.31,VE,2023-07-16 02:34:09
353,borogontsy,62.6683,131.1683,17.73,43,51,4.44,RU,2023-07-16 02:34:09
354,tromso,69.6496,18.957,10.77,93,75,3.6,NO,2023-07-16 02:29:10
355,kirensk,57.7853,108.1119,18.3,55,99,0.83,RU,2023-07-16 02:34:10
356,kayes,14.0,-11.0,26.48,73,39,4.11,ML,2023-07-16 02:34:10
357,ilha de mocambique,-15.0342,40.7358,21.59,82,37,6.58,MZ,2023-07-16 02:34:10
358,luderitz,-26.6481,15.1594,15.62,50,0,5.05,NA,2023-07-16 02:34:10
359,havre,49.5833,0.3333,15.87,77,75,7.72,FR,2023-07-16 02:34:11
360,severobaykal'sk,55.65,109.3167,16.62,69,67,1.82,RU,2023-07-16 02:32:19
361,tazovsky,67.4667,78.7,7.29,60,2,5.49,RU,2023-07-16 02:34:11
362,luganville,-15.5333,167.1667,24.88,83,75,7.4,VU,2023-07-16 02:34:11
363,dudinka,69.4058,86.1778,4.79,72,100,4.99,RU,2023-07-16 02:32:19
364,saujon,45.6667,-0.9167,18.3,67,46,4.28,FR,2023-07-16 02:34:12
365,jega,12.2175,4.3792,28.75,62,59,2.04,NG,2023-07-16 02:34:13
366,bikenibeu village,1.3673,173.1241,30.98,70,20,2.57,KI,2023-07-16 02:34:13
367,marco,25.9726,-81.729,29.01,79,0,2.71,US,2023-07-16 02:34:13
368,callao,-12.0667,-77.15,21.16,73,100,6.17,PE,2023-07-16 02:32:48
369,quellon,-43.1167,-73.6167,4.14,93,20,1.54,CL,2023-07-16 02:34:14
370,smara,26.7384,-11.6719,20.92,79,0,6.82,EH,2023-07-16 02:34:15
371,praia,14.9215,-23.5087,27.3,83,20,1.03,CV,2023-07-16 02:34:16
372,tsiombe,-25.3,45.4833,14.55,75,0,2.51,MG,2023-07-16 02:34:17
373,grand falls-windsor,48.9332,-55.6649,20.84,85,100,3.26,CA,2023-07-16 02:34:17
374,uzgen,40.7699,73.3007,27.16,17,3,0.8,KG,2023-07-16 02:34:18
375,bokhan,53.153,103.7714,26.97,54,17,4.33,RU,2023-07-16 02:34:18
376,powell river,49.8496,-124.5361,28.8,30,40,3.09,CA,2023-07-16 02:33:06
377,tocopilla,-22.092,-70.1979,18.05,66,100,3.64,CL,2023-07-16 02:31:54
378,keelung,25.1283,121.7419,34.94,73,3,9.75,TW,2023-07-16 02:34:19
379,szombathely,47.2309,16.6216,20.59,91,0,2.87,HU,2023-07-16 02:34:19
380,remontnoye,46.5614,43.6501,17.89,74,2,5.48,RU,2023-07-16 02:34:20
381,owen sound,44.5672,-80.9435,20.09,95,100,0.89,CA,2023-07-16 02:34:20
382,naracoorte,-36.9579,140.7383,14.25,62,10,3.48,AU,2023-07-16 02:34:21
383,new norfolk,-42.7826,147.0587,13.84,70,98,4.67,AU,2023-07-16 02:34:21
384,sao vicente,-23.9631,-46.3919,18.32,26,4,0.45,BR,2023-07-16 02:33:58
385,kiskunmajsa,46.4903,19.74,21.54,61,0,3.07,HU,2023-07-16 02:34:22
386,yarmouth,41.7057,-70.2286,24.42,92,75,4.12,US,2023-07-16 02:30:02
387,solnechnyy,50.7214,136.6319,24.22,40,100,2.95,RU,2023-07-16 02:33:59
388,nabire,-3.3667,135.4833,29.81,65,19,2.22,ID,2023-07-16 02:34:23
389,coahuayana de hidalgo,18.7,-103.6583,27.07,93,64,0.42,MX,2023-07-16 02:34:24
390,chamical,-30.36,-66.314,9.53,61,0,1.01,AR,2023-07-16 02:34:24
391,illela,13.7292,5.2975,32.41,47,68,3.75,NG,2023-07-16 02:34:24
392,cannonvale,-20.2833,148.7,20.66,64,74,8.84,AU,2023-07-16 02:34:25
393,galle,6.0367,80.217,28.72,78,39,6.23,LK,2023-07-16 02:34:26
394,tidjikja,18.5564,-11.4271,29.64,44,80,7.9,MR,2023-07-16 02:34:26
395,howard springs,-12.497,131.047,29.34,34,29,4.47,AU,2023-07-16 02:34:26
396,rongelap,11.1635,166.8941,28.57,76,82,6.46,MH,2023-07-16 02:34:26
397,terrace,54.5163,-128.6035,21.95,60,75,3.09,CA,2023-07-16 02:33:59
398,prince rupert,54.3161,-130.3201,17.05,94,100,2.06,CA,2023-07-16 02:29:48
399,ugoofaaru,5.6667,73.0,28.16,75,96,4.76,MV,2023-07-16 02:34:27
400,avarua,-21.2078,-159.775,25.03,78,20,3.09,CK,2023-07-16 02:34:27
401,angaur state,6.906,134.13,26.08,92,100,6.0,PW,2023-07-16 02:34:28
402,bambanglipuro,-7.95,110.2833,26.75,71,88,4.66,ID,2023-07-16 02:34:28
403,qarauyl,48.9451,79.255,24.04,27,2,7.18,KZ,2023-07-16 02:34:28
404,fisterra,42.9049,-9.2629,13.19,66,20,2.48,ES,2023-07-16 02:34:29
405,bowen,-20.0167,148.2333,23.9,56,45,8.59,AU,2023-07-16 02:34:29
406,mili,6.0815,171.735,28.36,74,97,5.8,MH,2023-07-16 02:34:29
407,bobo-dioulasso,11.1771,-4.2979,25.25,100,20,0.0,BF,2023-07-16 02:34:30
408,shahrak,34.1074,64.3052,18.36,22,0,2.01,AF,2023-07-16 02:34:30
409,kurumkan,54.3,110.3,25.33,51,54,1.55,RU,2023-07-16 02:34:30
410,belyy yar,53.6039,91.3903,20.94,78,40,3.0,RU,2023-07-16 02:34:31
411,lycksele,64.5954,18.6735,13.93,77,100,4.12,SE,2023-07-16 02:34:32
412,tolanaro,-25.0319,46.9987,18.04,82,20,3.09,MG,2023-07-16 02:34:32
413,howrah,22.5892,88.3103,28.0,94,100,3.6,IN,2023-07-16 02:34:32
414,nacala,-14.5428,40.6728,19.65,83,97,4.58,MZ,2023-07-16 02:34:32
415,nasir,15.5894,32.5634,27.69,62,87,11.8,SD,2023-07-16 02:34:33
416,talitsa,56.8804,60.0213,12.3,97,100,2.41,RU,2023-07-16 02:34:33
417,reggane,26.7158,0.1714,34.4,6,21,2.99,DZ,2023-07-16 02:34:33
418,dampit,-8.2116,112.7493,26.35,61,32,2.94,ID,2023-07-16 02:34:33
419,mata-utu,-13.2816,-176.1745,26.78,81,72,8.27,WF,2023-07-16 02:34:34
420,mahina,-17.5065,-149.489,27.64,61,20,5.66,PF,2023-07-16 02:34:34
421,nkowakowa,-23.8878,30.2871,12.14,51,0,2.43,ZA,2023-07-16 02:34:34
422,aykhal,66.0,111.5,13.18,38,32,4.89,RU,2023-07-16 02:34:35
423,maceio,-9.6658,-35.7353,22.69,94,20,1.03,BR,2023-07-16 02:34:35
424,bereeda,11.8704,51.0579,30.33,55,6,3.32,SO,2023-07-16 02:34:35
425,argostolion,38.1811,20.489,24.37,74,0,1.61,GR,2023-07-16 02:34:35
426,paradip garh,20.3167,86.6167,29.43,70,100,3.4,IN,2023-07-16 02:34:37
427,severo-yeniseyskiy,60.3725,93.0408,10.75,96,100,1.52,RU,2023-07-16 02:34:37
428,dabeiba,7.0017,-76.2672,23.0,98,100,1.0,CO,2023-07-16 02:34:38
429,murun-kuren,49.6342,100.1625,22.97,54,5,1.53,MN,2023-07-16 02:34:38
430,katsuren-haebaru,26.3369,127.8719,31.21,79,75,8.75,JP,2023-07-16 02:34:38
431,myeik,12.4333,98.6,27.29,86,95,5.66,MM,2023-07-16 02:34:39
432,beau vallon,-20.4189,57.6953,23.13,83,40,3.09,MU,2023-07-16 02:34:39
433,naze,28.3667,129.4833,29.51,77,12,7.55,JP,2023-07-16 02:34:40
434,gisborne,-38.6533,178.0042,15.71,65,100,5.83,NZ,2023-07-16 02:34:40
435,rakops,-21.0167,24.3333,10.27,54,9,3.04,BW,2023-07-16 02:34:41
436,labrador city,52.9463,-66.9114,15.95,77,75,3.09,CA,2023-07-16 02:30:13
437,masterton,-40.9597,175.6575,13.82,75,100,6.97,NZ,2023-07-16 02:34:41
438,trairi,-3.2778,-39.2689,25.35,84,1,4.56,BR,2023-07-16 02:34:42
439,okha,53.5739,142.9478,17.21,60,100,4.29,RU,2023-07-16 02:34:42
440,wanning,18.8003,110.3967,27.11,88,100,3.22,CN,2023-07-16 02:34:42
441,smithfield,41.922,-71.5495,24.88,91,75,2.57,US,2023-07-16 02:34:42
442,taoudenni,22.6783,-3.9836,35.28,30,16,5.56,ML,2023-07-16 02:34:43
443,balsas,-7.5325,-46.0356,23.99,62,7,1.43,BR,2023-07-16 02:34:43
444,groningen,53.25,6.75,17.79,74,17,7.2,NL,2023-07-16 02:34:43
445,onguday,50.75,86.15,24.3,37,69,3.78,RU,2023-07-16 02:34:44
446,buurhakaba,2.8026,44.0781,21.25,91,88,4.25,SO,2023-07-16 02:34:44
447,ariquemes,-9.9133,-63.0408,23.93,64,19,1.29,BR,2023-07-16 02:34:44
448,kottapalli,18.4833,79.1,24.13,88,100,4.6,IN,2023-07-16 02:34:44
449,al bardiyah,31.7561,25.0865,25.74,82,2,5.63,LY,2023-07-16 02:34:45
450,santarem,-2.4431,-54.7083,24.07,100,0,0.0,BR,2023-07-16 02:34:45
451,rodez,44.5,2.5833,16.82,88,100,2.06,FR,2023-07-16 02:34:46
452,el calafate,-50.3408,-72.2768,-5.17,70,2,1.37,AR,2023-07-16 02:34:46
453,el quebrachal,-25.2833,-64.0667,11.14,62,1,2.75,AR,2023-07-16 02:34:46
454,arar,30.9753,41.0381,29.01,10,0,3.09,SA,2023-07-16 02:34:47
455,halden,59.1226,11.3871,15.35,99,100,2.54,NO,2023-07-16 02:34:48
456,fale old settlement,-9.3852,-171.2468,28.57,72,96,4.61,TK,2023-07-16 02:34:48
457,mielec,50.2871,21.4239,18.71,78,0,2.43,PL,2023-07-16 02:34:48
458,khorramabad,33.4878,48.3558,19.79,30,0,2.06,IR,2023-07-16 02:34:49
459,coeur d'alene,47.6777,-116.7805,34.41,22,0,4.12,US,2023-07-16 02:30:21
460,auki,-8.7676,160.7034,27.1,82,100,0.83,SB,2023-07-16 02:34:49
461,taksimo,56.3444,114.8794,24.59,45,63,0.91,RU,2023-07-16 02:34:50
462,usinsk,65.9939,57.5281,19.56,54,17,2.15,RU,2023-07-16 02:33:07
463,lusambo,-4.9667,23.45,22.24,44,82,0.88,CD,2023-07-16 02:34:50
464,ain touta,35.3768,5.9,25.95,25,4,0.88,DZ,2023-07-16 02:34:51
465,margate,51.3813,1.3862,16.61,82,73,5.36,GB,2023-07-16 02:34:51
466,puerto lempira,15.2667,-83.7667,26.62,89,100,5.07,HN,2023-07-16 02:34:51
467,conception bay south,47.4999,-52.9981,18.53,91,60,3.2,CA,2023-07-16 02:34:51
468,hancheng,32.5186,112.3522,32.08,50,0,2.67,CN,2023-07-16 02:34:52
469,rocky mountain house,52.3668,-114.9188,19.06,68,92,3.09,CA,2023-07-16 02:34:52
470,flying fish cove,-10.4217,105.6791,25.82,83,75,5.66,CX,2023-07-16 02:34:54
471,victorica,-36.2151,-65.4359,5.94,48,1,3.18,AR,2023-07-16 02:34:54
472,dapa,9.7594,126.0531,29.14,68,100,0.9,PH,2023-07-16 02:34:54
473,san juan del sur,11.2529,-85.8705,26.01,89,100,7.48,NI,2023-07-16 02:34:36
474,zindah jan,34.3426,61.7468,29.97,14,0,7.36,AF,2023-07-16 02:34:55
475,samfya,-11.3649,29.5565,11.57,77,0,3.14,ZM,2023-07-16 02:34:55
476,emerald,-23.5333,148.1667,23.52,37,4,5.71,AU,2023-07-16 02:34:53
477,sydney,-33.8679,151.2073,18.12,75,88,0.45,AU,2023-07-16 02:29:40
478,yuzhno-kurilsk,44.0306,145.8556,14.06,91,100,2.0,RU,2023-07-16 02:34:56
479,summerside,46.3959,-63.7876,22.05,94,42,2.57,CA,2023-07-16 02:33:07
480,nguigmi,14.2495,13.1092,29.19,53,91,3.48,NE,2023-07-16 02:34:57
481,gao,16.6362,1.637,29.38,53,81,3.25,ML,2023-07-16 02:34:57
482,shakawe,-18.3667,21.85,9.51,54,1,2.69,BW,2023-07-16 02:34:57
483,goundi,9.3627,17.366,21.61,91,98,1.47,TD,2023-07-16 02:34:58
484,lere,10.387,8.5726,21.69,87,99,1.29,NG,2023-07-16 02:34:58
485,cockburn town,21.4612,-71.1419,28.3,85,0,7.66,TC,2023-07-16 02:34:58
486,broken hill,-31.95,141.4333,12.51,54,1,6.81,AU,2023-07-16 02:34:58
487,shetpe,44.1667,52.1167,23.02,58,90,6.95,KZ,2023-07-16 02:34:59
488,tarakan,3.3,117.6333,27.72,78,20,3.6,ID,2023-07-16 02:34:59
489,chegdomyn,51.1167,133.0167,23.85,46,100,3.55,RU,2023-07-16 02:32:17
490,cacapava do sul,-30.5122,-53.4914,5.93,95,98,1.38,BR,2023-07-16 02:35:00
491,baise city,23.8997,106.6133,30.45,60,89,2.18,CN,2023-07-16 02:35:00
492,tonj,7.2737,28.6822,19.54,90,97,1.8,SS,2023-07-16 02:35:01
493,joshimath,30.5667,79.5667,25.42,78,26,2.04,IN,2023-07-16 02:35:01
494,kodinsk,58.6881,99.1844,18.08,58,100,2.64,RU,2023-07-16 02:32:15
495,firuzabad,28.8438,52.5707,29.32,21,1,2.04,IR,2023-07-16 02:35:02
496,paita,-5.0892,-81.1144,22.12,83,93,6.36,PE,2023-07-16 02:35:02
497,el bolson,-41.9667,-71.5167,2.47,96,100,1.18,AR,2023-07-16 02:35:03
498,geraldton,-28.7667,114.6,13.23,62,0,6.17,AU,2023-07-16 02:35:03
499,ballina,-28.8667,153.5667,23.77,46,0,1.76,AU,2023-07-16 02:35:04
500,keflavik,64.0049,-22.5624,7.95,87,75,6.69,IS,2023-07-16 02:35:04
501,yurimaguas,-5.9,-76.0833,22.78,94,37,0.32,PE,2023-07-16 02:35:04
502,valledupar,10.4631,-73.2532,30.83,55,20,9.26,CO,2023-07-16 02:35:05
503,tevriz,57.509,72.4042,13.3,85,100,3.4,RU,2023-07-16 02:35:05
504,zheshart,62.0731,49.5733,16.99,66,100,0.74,RU,2023-07-16 02:35:05
505,lyubim,58.3625,40.6843,15.21,74,100,1.99,RU,2023-07-16 02:35:06
506,ha'il,27.5219,41.6907,26.01,19,0,2.06,SA,2023-07-16 02:35:06
507,cidade velha,14.9167,-23.6167,27.26,83,20,1.03,CV,2023-07-16 02:35:06
508,nadi,-17.8,177.4167,23.0,83,100,1.03,FJ,2023-07-16 02:34:15
509,mega,4.05,38.3,12.59,92,87,6.68,ET,2023-07-16 02:35:08
510,salekhard,66.53,66.6019,14.45,51,19,1.59,RU,2023-07-16 02:35:08
511,alo,7.4178,6.7371,23.26,97,100,0.93,NG,2023-07-16 02:35:08
512,uglegorsk,49.0833,142.0333,18.86,63,100,3.43,RU,2023-07-16 02:35:09
513,klyuchi,52.2667,79.1667,21.4,52,98,8.62,RU,2023-07-16 02:35:09
514,ghanzi,-21.5667,21.7833,10.04,54,3,3.57,BW,2023-07-16 02:31:48
515,chernyshevskiy,63.0128,112.4714,13.93,47,58,3.06,RU,2023-07-16 02:35:09
516,villarrica,-25.75,-56.4333,13.5,69,92,0.92,PY,2023-07-16 02:35:10
517,kariba,-16.5167,28.8,12.37,69,0,0.95,ZW,2023-07-16 02:35:10
518,skovorodino,53.9833,123.9167,30.06,29,8,2.05,RU,2023-07-16 02:35:11
519,queenstown,-31.8976,26.8753,8.6,54,5,3.52,ZA,2023-07-16 02:35:11
520,marsh harbour,26.5412,-77.0636,29.34,78,100,4.98,BS,2023-07-16 02:35:11
521,mazagao,-0.115,-51.2894,27.03,94,70,1.43,BR,2023-07-16 02:35:12
522,the pas,53.8251,-101.2541,14.01,88,75,3.6,CA,2023-07-16 02:35:11
523,wewak,-3.5534,143.6268,28.21,82,100,2.25,PG,2023-07-16 02:35:12
524,masvingo,-20.0637,30.8277,8.63,81,0,0.62,ZW,2023-07-16 02:35:13
525,zaragoza,41.6561,-0.8773,19.25,57,0,8.75,ES,2023-07-16 02:34:18
526,waiuku,-37.25,174.75,17.96,84,85,6.0,NZ,2023-07-16 02:35:14
527,thames,-37.1333,175.5333,15.13,80,99,5.55,NZ,2023-07-16 02:35:15
528,tefe,-3.3542,-64.7114,23.09,96,86,0.6,BR,2023-07-16 02:35:15
529,lamu,-2.2717,40.902,25.12,85,25,7.2,KE,2023-07-16 02:35:16
530,karnobat,42.65,26.9833,19.91,86,0,0.4,BG,2023-07-16 02:35:16
531,funafuti,-8.5243,179.1942,32.0,74,75,0.51,TV,2023-07-16 02:35:16
532,labytnangi,66.6572,66.4183,14.27,52,26,1.14,RU,2023-07-16 02:35:16
533,bakanas,44.8081,76.2772,29.61,18,0,4.03,KZ,2023-07-16 02:35:17
534,jinka,5.65,36.65,16.25,76,34,1.88,ET,2023-07-16 02:35:17
535,mount carmel,38.4109,-87.7614,25.97,82,3,2.03,US,2023-07-16 02:35:17
536,bulancak,40.9372,38.2291,21.9,88,75,3.6,TR,2023-07-16 02:35:18
537,lepsy,46.235,78.9456,27.64,22,0,2.82,KZ,2023-07-16 02:35:18
538,kogalym,62.2654,74.4791,19.0,47,7,7.61,RU,2023-07-16 02:35:18
539,celendin,-6.8703,-78.1517,11.74,87,28,1.41,PE,2023-07-16 02:35:20
540,stephenville,32.2207,-98.2023,33.19,45,0,2.57,US,2023-07-16 02:35:20
541,sibalom,10.79,122.0178,28.8,78,88,5.44,PH,2023-07-16 02:35:21
542,cascais,38.6979,-9.4215,18.36,74,31,9.83,PT,2023-07-16 02:35:21
543,itoman,26.1247,127.6694,31.21,80,75,8.75,JP,2023-07-16 02:35:23
544,ormara,25.2088,64.6357,28.42,77,92,6.49,PK,2023-07-16 02:35:23
545,la piedad,20.35,-102.0,22.19,37,11,1.35,MX,2023-07-16 02:35:24
546,vicksburg,32.3526,-90.8779,28.13,47,100,4.12,US,2023-07-16 02:35:24
547,port-cartier,50.0334,-66.8654,17.12,99,94,1.36,CA,2023-07-16 02:35:24
548,starokamyshinsk,55.0554,61.6031,16.19,79,99,2.23,RU,2023-07-16 02:35:24
549,salinas,36.6777,-121.6555,21.65,72,0,6.17,US,2023-07-16 02:35:25
550,porto velho,-8.7619,-63.9039,24.03,94,0,0.51,BR,2023-07-16 02:35:25
551,copiapo,-27.3667,-70.3333,11.83,52,0,0.62,CL,2023-07-16 02:34:53
552,gobabis,-22.45,18.9667,9.74,46,0,5.23,NA,2023-07-16 02:35:26
553,terenozek,45.05,64.9833,28.62,26,0,3.75,KZ,2023-07-16 02:35:26
554,fort bragg,35.139,-79.006,27.32,97,100,3.6,US,2023-07-16 02:35:27
555,lorengau,-2.0226,147.2712,29.3,69,79,6.76,PG,2023-07-16 02:35:27
556,freetown,8.484,-13.2299,23.84,100,75,3.09,SL,2023-07-16 02:35:27
557,luanco,43.6152,-5.7934,18.9,73,59,2.65,ES,2023-07-16 02:35:28
558,lata,40.1629,-8.3327,13.93,96,4,1.21,PT,2023-07-16 02:35:29
559,mirebalais,18.8333,-72.1053,24.4,85,15,1.25,HT,2023-07-16 02:35:29
560,pierre,44.3683,-100.351,21.51,56,100,2.24,US,2023-07-16 02:35:29
561,makoua,0.0069,15.6333,23.34,78,91,0.76,CG,2023-07-16 02:35:30
562,lucheng,31.2336,117.2806,25.62,83,100,2.62,CN,2023-07-16 02:35:30
563,bonthe,7.5264,-12.505,24.18,88,56,1.79,SL,2023-07-16 02:35:30
564,bilovods'k,49.2085,39.5897,15.02,83,7,4.92,UA,2023-07-16 02:35:30
565,damboa,11.156,12.7576,25.44,68,42,1.51,NG,2023-07-16 02:35:31
566,kenora,49.8167,-94.4337,14.32,94,75,3.58,CA,2023-07-16 02:35:31
567,ko lanta,7.5336,99.0865,28.8,78,99,8.76,TH,2023-07-16 02:35:31
